Timestamp(ms),Preprocess(ms),Infer(ms),Postprocess(ms),Total(ms)
1764904688218,0,37,2,40
1764904688261,0,39,2,42
1764904688305,0,40,2,43
1764904688348,0,39,2,42
1764904688391,0,40,2,43
1764904688435,0,39,2,42
1764904688477,0,39,2,42
1764904688523,0,41,3,45
1764904688565,0,37,2,41
1764904688608,0,39,2,42
1764904688651,0,39,2,43
1764904688695,0,39,3,44
1764904688737,0,38,2,41
1764904688781,0,40,2,43
1764904688824,0,39,3,43
1764904688869,0,38,4,43
1764904688910,0,38,2,41
1764904688954,0,39,2,43
1764904688998,0,39,3,43
1764904689043,0,42,2,45
1764904689084,0,36,3,40
1764904689128,0,39,3,43
1764904689189,1,43,16,61
1764904689229,1,29,6,37
1764904689272,4,33,4,42
1764904689323,0,43,6,50
1764904689369,0,35,8,44
1764904689406,0,29,3,33
1764904689449,0,38,2,42
1764904689493,1,39,3,43
1764904689539,0,37,6,43
1764904689579,0,36,3,40
1764904689622,0,39,3,43
1764904689665,0,38,2,42
1764904689712,0,40,5,46
1764904689752,0,36,2,39
1764904689795,0,39,2,42
1764904689838,0,39,2,43
1764904689882,0,39,3,43
1764904689925,0,39,3,42
1764904689969,0,39,4,44
1764904690011,0,36,2,39
1764904690056,0,41,3,45
1764904690098,0,37,2,41
1764904690141,0,39,3,43
1764904690184,0,38,2,42
1764904690228,0,40,2,43
1764904690271,0,39,2,43
1764904690314,0,39,2,42
1764904690359,0,39,4,44
1764904690402,0,37,4,42
1764904690444,0,37,2,41
1764904690489,0,40,3,44
1764904690530,0,37,2,40
1764904690575,0,37,4,42
1764904690618,0,38,3,42
1764904690664,0,38,6,45
1764904690704,0,36,3,39
1764904690748,1,38,4,44
1764904690791,0,37,3,42
1764904690834,0,39,2,42
1764904690876,0,39,2,42
1764904690921,0,39,3,44
1764904690965,0,37,4,43
1764904691006,0,37,2,41
1764904691049,0,39,2,42
1764904691093,1,39,2,43
1764904691137,0,39,3,44
1764904691179,2,35,3,41
1764904691222,0,39,2,42
1764904691266,0,39,2,43
1764904691309,2,37,2,43
1764904691352,0,36,2,39
1764904691396,0,39,2,43
1764904691439,0,39,2,42
1764904691482,0,39,2,43
1764904691525,0,37,2,40
1764904691569,0,40,2,43
1764904691613,0,40,2,44
1764904691655,0,38,2,41
1764904691698,0,39,2,43
1764904691741,0,39,2,42
1764904691785,0,39,2,43
1764904691829,0,39,3,43
1764904691873,0,39,4,43
1764904691914,1,37,2,41
1764904691958,0,40,2,43
1764904692001,0,39,2,42
1764904692045,0,39,2,43
1764904692087,0,39,2,42
1764904692131,0,40,2,43
1764904692174,0,39,2,42
1764904692217,0,39,2,42
1764904692262,0,39,4,45
1764904692304,1,36,2,40
1764904692348,0,39,3,44
1764904692391,0,38,3,42
1764904692435,0,39,3,43
1764904692477,0,38,2,41
1764904692521,0,39,3,43
1764904692564,0,39,3,43
1764904692607,0,39,2,43
1764904692651,0,38,3,42
1764904692693,0,38,2,42
1764904692737,0,39,2,43
1764904692780,0,38,2,42
1764904692824,0,39,3,43
1764904692866,0,38,2,41
1764904692910,0,39,3,43
1764904692954,1,38,3,43
1764904692999,0,38,5,44
1764904693039,1,36,2,40
1764904693083,0,40,3,44
1764904693126,0,38,3,42
1764904693169,0,37,3,41
1764904693212,0,36,2,39
1764904693255,0,40,2,43
1764904693299,0,39,2,43
1764904693342,0,39,2,42
1764904693385,0,40,2,43
1764904693428,0,40,2,43
1764904693471,0,39,2,43
1764904693515,0,39,2,43
1764904693558,0,40,2,43
1764904693601,0,39,2,42
1764904693645,0,39,2,42
1764904693688,0,39,2,43
1764904693731,0,38,2,41
1764904693775,0,39,3,44
1764904693818,0,38,3,42
1764904693862,0,39,3,43
1764904693905,0,38,3,42
1764904693948,0,37,2,40
1764904693991,0,39,2,43
1764904694037,0,39,5,46
1764904694082,0,37,5,44
1764904694121,0,34,3,38
1764904694165,1,37,4,42
1764904694209,0,39,3,44
1764904694252,1,35,4,41
1764904694294,1,37,3,41
1764904694338,0,39,2,43
1764904694383,0,39,4,44
1764904694423,1,36,2,40
1764904694467,0,39,2,43
1764904694510,0,39,2,42
1764904694553,0,39,2,42
1764904694596,0,39,2,43
1764904694642,0,42,2,45
1764904694683,0,36,2,40
1764904694726,0,39,2,43
1764904694769,0,39,2,43
1764904694813,0,39,2,42
1764904694857,0,38,3,42
1764904694901,0,38,4,44
1764904694944,0,37,4,43
1764904694987,0,38,2,42
1764904695029,0,38,2,41
1764904695072,0,40,2,43
1764904695116,0,37,2,41
1764904695159,0,39,2,42
1764904695202,0,38,2,41
1764904695245,0,39,2,42
1764904695289,0,39,2,43
1764904695332,0,39,2,43
1764904695376,0,39,2,43
1764904695419,0,38,2,42
1764904695462,0,39,2,43
1764904695505,0,39,2,43
1764904695548,0,39,2,43
1764904695592,0,39,3,44
1764904695641,0,39,7,48
1764904695691,0,39,9,50
1764904695732,0,34,4,40
1764904695784,1,37,10,49
1764904695819,1,31,2,35
1764904695862,0,39,2,42
1764904695907,0,40,3,44
1764904695949,0,37,2,41
1764904695993,0,39,3,43
1764904696036,0,38,2,42
1764904696079,0,38,2,42
1764904696123,0,39,3,43
1764904696165,0,39,2,42
1764904696209,0,40,2,43
1764904696252,0,39,2,42
1764904696297,0,39,4,44
1764904696338,0,38,2,41
1764904696382,1,37,2,41
1764904696425,0,37,2,40
1764904696468,0,39,2,43
1764904696511,0,39,2,42
1764904696555,0,39,2,43
1764904696598,0,39,2,43
1764904696642,0,40,2,43
1764904696685,0,39,3,42
1764904696728,0,39,2,42
1764904696771,0,39,2,43
1764904696814,0,39,2,42
1764904696858,0,39,2,42
1764904696900,0,39,2,42
1764904696945,0,39,3,43
1764904696987,1,37,2,41
1764904697031,0,39,2,43
1764904697074,0,39,3,43
1764904697117,1,36,3,40
1764904697160,0,39,2,42
1764904697203,0,39,2,43
1764904697247,0,39,2,43
1764904697292,0,40,3,44
1764904697333,0,38,2,41
1764904697377,0,38,2,41
1764904697421,0,38,3,42
1764904697463,0,38,2,42
1764904697508,0,39,4,44
1764904697550,0,37,2,41
1764904697593,0,39,2,43
1764904697636,0,39,2,42
1764904697679,0,39,2,42
1764904697723,0,40,2,44
1764904697766,0,38,2,42
1764904697809,1,39,2,42
1764904697855,0,40,5,46
1764904697895,1,36,2,40
1764904697939,0,40,2,43
1764904697982,0,39,2,42
1764904698026,0,39,2,43
1764904698070,0,39,3,43
1764904698112,0,38,2,41
1764904698155,0,39,2,43
1764904698199,0,39,3,44
1764904698242,0,38,2,42
1764904698285,0,39,2,43
1764904698328,0,39,2,43
1764904698372,0,39,3,43
1764904698415,0,38,2,42
1764904698458,0,39,2,42
1764904698503,0,41,2,45
1764904698544,0,37,2,40
1764904698587,0,39,2,42
1764904698630,0,39,2,43
1764904698674,0,39,2,43
1764904698719,0,41,3,45
1764904698760,0,35,2,39
1764904698804,0,39,2,43
1764904698847,1,38,2,42
1764904698891,0,40,2,43
1764904698933,0,39,2,42
1764904698977,2,37,2,42
1764904699020,0,40,2,43
1764904699065,0,40,3,44
1764904699108,2,36,4,42
1764904699150,1,35,2,39
1764904699193,3,37,2,42
1764904699236,0,39,2,43
1764904699279,0,40,2,43
1764904699322,0,39,2,43
1764904699366,0,39,2,43
1764904699410,0,39,3,43
1764904699454,0,38,3,43
1764904699496,1,37,3,42
1764904699539,0,39,2,42
1764904699583,2,38,3,43
1764904699625,0,39,2,42
1764904699671,0,40,4,45
1764904699713,0,36,3,40
1764904699755,0,39,2,42
1764904699799,0,39,2,43
1764904699842,0,39,2,43
1764904699886,0,40,3,44
1764904699928,0,38,2,41
1764904699971,0,37,2,40
1764904700014,0,39,2,43
1764904700058,0,39,2,43
1764904700101,0,39,2,42
1764904700144,0,40,2,43
1764904700188,0,40,2,43
1764904700231,0,39,2,43
1764904700274,0,39,2,43
1764904700319,0,39,3,44
1764904700360,0,38,2,41
1764904700404,0,39,2,43
1764904700448,0,39,3,43
1764904700491,0,38,3,42
1764904700534,0,38,2,42
1764904700577,0,39,2,43
1764904700622,0,39,4,44
1764904700665,0,37,3,42
1764904700707,0,38,2,41
1764904700750,0,39,2,43
1764904700794,0,39,3,43
1764904700837,0,39,2,42
1764904700880,0,39,2,43
1764904700923,0,39,2,42
1764904700967,0,39,2,43
1764904701010,1,38,2,42
1764904701053,0,39,2,43
1764904701096,0,39,2,42
1764904701142,0,40,3,45
1764904701184,0,35,3,39
1764904701227,0,38,3,43
1764904701271,1,38,3,43
1764904701313,0,38,2,41
1764904701357,0,40,2,43
1764904701400,0,38,2,42
1764904701443,0,39,2,42
1764904701486,0,39,2,43
1764904701529,0,40,2,43
1764904701576,0,39,5,45
1764904701616,0,36,2,39
1764904701659,0,39,2,42
1764904701702,0,39,2,43
1764904701745,0,39,2,43
1764904701789,0,39,3,43
1764904701832,0,39,2,42
1764904701875,0,40,2,43
1764904701918,0,39,2,43
1764904701962,0,40,2,43
1764904702005,0,39,2,42
1764904702056,0,46,3,51
1764904702102,0,37,2,40
1764904702150,1,35,7,44
1764904702188,0,33,2,37
1764904702239,0,41,8,50
1764904702274,2,30,2,35
1764904702318,0,40,2,43
1764904702361,0,39,2,43
1764904702405,0,39,2,43
1764904702447,0,39,2,42
1764904702491,0,40,2,43
1764904702535,0,39,3,43
1764904702578,0,37,2,40
1764904702621,0,39,2,43
1764904702664,0,39,2,42
1764904702707,0,39,2,43
1764904702751,0,39,2,43
1764904702796,0,39,3,43
1764904702837,0,37,2,41
1764904702880,0,39,2,42
1764904702924,0,39,2,43
1764904702967,0,39,2,42
1764904703010,0,39,2,43
1764904703054,0,39,2,43
1764904703097,0,39,2,43
1764904703140,0,38,2,42
1764904703184,0,40,3,44
1764904703226,0,38,2,42
1764904703271,0,39,3,44
1764904703313,1,38,2,41
1764904703357,0,39,3,43
1764904703403,0,38,5,45
1764904703447,0,36,6,44
1764904703486,0,35,2,38
1764904703530,0,39,3,43
1764904703573,0,39,2,42
1764904703616,0,39,2,43
1764904703659,0,39,2,42
1764904703702,0,39,2,43
1764904703747,0,39,4,44
1764904703789,0,38,3,42
1764904703832,0,37,2,40
1764904703875,0,39,2,42
1764904703919,0,40,3,44
1764904703964,0,38,4,44
1764904704006,0,37,3,42
1764904704049,0,38,3,42
1764904704092,0,38,3,42
1764904704135,1,38,2,42
1764904704180,0,41,2,44
1764904704221,1,37,2,41
1764904704264,0,39,2,43
1764904704309,0,37,3,42
1764904704351,0,38,2,41
1764904704394,0,39,2,43
1764904704437,0,39,2,42
1764904704481,0,39,2,43
1764904704525,0,40,3,44
1764904704568,0,38,3,42
1764904704611,0,39,2,42
1764904704654,0,38,2,42
1764904704697,0,39,2,43
1764904704740,1,37,2,42
1764904704784,0,39,3,43
1764904704828,0,38,3,43
1764904704870,0,38,2,41
1764904704913,0,39,2,42
1764904704956,0,39,2,43
1764904705001,1,37,3,42
1764904705044,0,39,3,43
1764904705086,0,37,2,40
1764904705130,0,40,2,43
1764904705172,0,39,2,42
1764904705217,0,40,3,44
1764904705259,1,38,2,41
1764904705303,0,40,2,43
1764904705345,0,39,2,42
1764904705389,0,39,2,42
1764904705432,0,39,2,42
1764904705475,0,39,2,42
1764904705519,0,39,3,43
1764904705562,0,39,2,42
1764904705605,0,39,2,42
1764904705648,0,38,2,41
1764904705694,0,40,4,45
1764904705735,0,36,2,40
1764904705778,0,39,2,43
1764904705822,0,40,2,43
1764904705865,1,38,2,42
1764904705910,0,40,3,45
1764904705953,0,38,2,42
1764904705995,0,38,2,41
1764904706038,0,39,2,42
1764904706081,0,39,2,42
1764904706124,0,39,2,42
1764904706167,0,40,2,43
1764904706211,0,39,2,42
1764904706255,0,40,2,44
1764904706297,0,39,2,42
1764904706340,0,39,2,42
1764904706384,0,39,2,43
1764904706427,0,39,2,42
1764904706471,0,39,3,43
1764904706513,0,39,2,42
1764904706557,0,39,2,43
1764904706603,0,39,4,44
1764904706646,0,36,4,42
1764904706687,0,37,2,41
1764904706730,0,39,2,42
1764904706773,0,39,2,43
1764904706818,0,39,4,45
1764904706862,0,38,4,43
1764904706903,1,36,2,40
1764904706946,0,39,2,42
1764904706989,0,39,2,43
1764904707033,1,40,2,43
1764904707075,0,38,2,41
1764904707119,0,40,2,43
1764904707163,0,39,2,43
1764904707205,0,38,2,41
1764904707249,0,39,3,43
1764904707292,0,38,2,42
1764904707336,0,39,3,43
1764904707379,0,38,2,42
1764904707423,0,39,3,43
1764904707467,0,39,4,44
1764904707509,0,38,3,42
1764904707553,1,38,3,43
1764904707595,0,38,2,42
1764904707638,0,39,2,42
1764904707681,0,39,2,43
1764904707724,0,39,2,43
1764904707768,0,39,2,42
1764904707812,0,39,3,44
1764904707854,0,38,2,42
1764904707899,0,41,2,44
1764904707941,0,38,2,41
1764904707984,0,40,2,43
1764904708027,0,39,2,42
1764904708071,0,40,2,43
1764904708115,0,39,3,43
1764904708160,0,38,5,44
1764904708203,0,36,5,43
1764904708246,0,36,4,41
1764904708287,0,37,3,41
1764904708331,1,39,2,43
1764904708374,0,38,2,41
1764904708424,0,45,3,49
1764904708465,0,30,6,37
1764904708511,0,39,5,45
1764904708548,0,30,2,34
1764904708599,0,38,8,47
1764904708638,1,33,2,37
1764904708681,0,39,2,42
1764904708727,0,42,2,45
1764904708768,0,36,2,40
1764904708811,0,39,2,42
1764904708854,0,39,2,43
1764904708897,0,39,2,43
1764904708942,0,39,3,44
1764904708985,0,38,4,43
1764904709028,0,37,3,42
1764904709072,0,39,2,43
1764904709114,0,38,2,42
1764904709157,0,39,2,43
1764904709200,0,39,2,42
1764904709243,0,39,2,42
1764904709287,0,40,2,43
1764904709330,0,40,2,43
1764904709373,0,39,2,42
1764904709416,0,40,2,43
1764904709460,0,40,2,43
1764904709503,0,39,2,42
1764904709546,0,40,2,43
1764904709590,0,39,2,43
1764904709635,0,39,4,44
1764904709677,0,37,4,42
1764904709719,1,37,2,41
1764904709764,0,40,3,44
1764904709806,1,38,2,41
1764904709849,0,39,2,43
1764904709893,0,39,2,43
1764904709937,0,39,4,44
1764904709980,0,37,3,42
1764904710022,0,38,2,41
1764904710065,0,40,2,43
1764904710109,0,39,2,43
1764904710152,0,39,2,43
1764904710196,0,39,2,43
1764904710242,0,38,6,46
1764904710284,0,37,3,41
1764904710325,0,37,2,40
1764904710368,0,40,2,43
1764904710411,0,39,2,42
1764904710455,0,39,3,43
1764904710499,0,38,2,42
1764904710541,0,38,2,41
1764904710585,0,40,2,43
1764904710627,0,39,2,42
1764904710672,0,39,4,44
1764904710715,0,38,3,42
1764904710758,0,39,2,43
1764904710802,0,39,3,43
1764904710844,0,37,2,40
1764904710887,0,39,2,43
1764904710930,0,39,2,43
1764904710974,0,41,2,44
1764904711018,0,39,3,43
1764904711061,0,38,3,42
1764904711103,1,38,2,42
1764904711147,0,39,2,43
1764904711190,1,37,2,41
1764904711234,0,38,2,42
1764904711277,0,39,3,43
1764904711321,0,39,3,43
1764904711363,0,38,2,42
1764904711406,0,39,2,42
1764904711449,0,39,2,43
1764904711493,0,39,2,42
1764904711536,0,39,2,43
1764904711580,0,39,3,43
1764904711623,0,39,2,42
1764904711666,0,39,2,42
1764904711710,0,39,3,43
1764904711753,3,37,2,43
1764904711796,0,39,2,42
1764904711840,0,40,2,43
1764904711882,0,38,2,42
1764904711926,0,40,2,43
1764904711969,0,39,2,42
1764904712013,0,39,3,43
1764904712056,0,38,3,42
1764904712099,0,39,2,42
1764904712144,0,39,3,43
1764904712185,0,36,2,39
1764904712228,0,39,2,42
1764904712272,0,40,2,43
1764904712315,0,39,2,43
1764904712359,0,39,3,43
1764904712401,0,39,2,42
1764904712444,0,39,2,43
1764904712488,0,40,3,43
1764904712531,0,39,2,42
1764904712575,0,39,2,43
1764904712618,0,38,2,41
1764904712661,2,37,2,43
1764904712704,0,39,2,42
1764904712748,0,39,2,43
1764904712791,0,39,2,43
1764904712834,0,39,2,42
1764904712878,0,40,2,44
1764904712921,0,38,2,41
1764904712965,0,40,2,43
1764904713008,0,38,3,43
1764904713050,0,38,2,42
1764904713095,0,39,3,44
1764904713138,0,38,3,42
1764904713180,0,38,2,41
1764904713224,0,39,3,44
1764904713266,0,38,2,42
1764904713310,0,39,3,43
1764904713353,0,39,2,42
1764904713396,0,40,2,43
1764904713439,0,40,2,43
1764904713483,0,40,2,43
1764904713527,0,40,2,43
1764904713569,0,38,2,41
1764904713615,0,40,4,45
1764904713657,0,38,2,41
1764904713699,0,38,2,41
1764904713743,0,41,2,44
1764904713785,0,37,2,40
1764904713830,0,40,3,44
1764904713872,1,38,2,41
1764904713915,0,39,2,43
1764904713959,0,38,3,42
1764904714003,0,40,3,44
1764904714046,0,37,3,42
1764904714088,0,38,2,42
1764904714131,0,39,2,42
1764904714175,0,39,2,43
1764904714218,0,39,2,43
1764904714261,3,37,2,43
1764904714305,0,38,2,42
1764904714348,0,39,2,43
1764904714391,0,39,2,43
1764904714434,0,39,2,42
1764904714477,1,39,2,43
1764904714521,0,39,3,43
1764904714564,0,39,2,42
1764904714607,0,39,2,43
1764904714650,0,40,2,43
1764904714712,0,49,10,61
1764904714767,1,39,14,55
1764904714823,6,33,10,50
1764904714861,0,28,7,36
1764904714906,2,35,6,44
1764904714945,0,33,2,36
1764904714991,0,37,4,43
1764904715032,0,36,3,41
1764904715075,0,38,2,42
1764904715117,0,39,2,42
1764904715162,0,40,3,44
1764904715204,0,36,2,39
1764904715248,0,39,2,43
1764904715292,0,40,2,43
1764904715334,1,37,3,42
1764904715377,0,39,2,42
1764904715421,0,39,3,43
1764904715464,0,39,2,42
1764904715507,0,39,2,43
1764904715550,0,39,2,43
1764904715593,0,39,2,43
1764904715636,0,39,2,42
1764904715680,0,39,2,43
1764904715723,0,39,2,43
1764904715767,0,38,3,42
1764904715811,0,37,4,42
1764904715853,0,38,2,42
1764904715896,0,39,2,42
1764904715939,0,40,2,43
1764904715982,0,39,2,43
1764904716025,0,39,2,42
1764904716069,0,39,2,43
1764904716112,0,39,2,43
1764904716155,0,39,2,43
1764904716199,0,39,2,43
1764904716242,0,39,2,42
1764904716285,0,39,2,42
1764904716328,0,39,2,42
1764904716372,1,38,2,43
1764904716415,0,39,2,42
1764904716458,0,40,2,43
1764904716502,0,39,2,43
1764904716545,0,39,2,42
1764904716588,0,40,2,43
1764904716631,0,39,2,42
1764904716675,0,39,2,43
1764904716720,0,39,4,44
1764904716761,0,37,2,40
1764904716804,1,39,2,42
1764904716847,0,40,2,43
1764904716891,0,40,2,43
1764904716934,0,39,2,42
1764904716977,3,37,2,43
1764904717021,0,38,2,42
1764904717064,0,39,2,43
1764904717107,0,39,2,42
1764904717150,0,40,2,43
1764904717194,0,39,2,43
1764904717238,0,39,3,44
1764904717281,0,38,2,42
1764904717323,0,39,2,42
1764904717367,0,39,2,43
1764904717410,0,39,2,42
1764904717453,0,38,2,41
1764904717497,0,39,3,43
1764904717539,0,39,2,42
1764904717583,0,39,2,43
1764904717626,0,39,2,43
1764904717670,0,40,2,43
1764904717713,0,39,2,43
1764904717756,0,39,2,42
1764904717800,1,39,3,43
1764904717843,0,39,2,42
1764904717886,0,39,2,42
1764904717929,0,39,2,43
1764904717972,0,39,2,42
1764904718016,0,39,2,43
1764904718059,0,39,2,43
1764904718103,0,39,3,43
1764904718146,0,39,2,43
1764904718189,0,39,2,42
1764904718233,0,38,3,42
1764904718275,0,38,2,42
1764904718318,0,39,2,42
1764904718362,0,38,2,42
1764904718405,3,36,2,42
1764904718449,0,38,2,42
1764904718492,0,39,2,42
1764904718535,0,38,2,42
1764904718578,0,39,2,42
1764904718621,0,39,2,43
1764904718664,0,39,2,43
1764904718708,0,39,2,42
1764904718751,0,39,2,43
1764904718794,0,39,2,42
1764904718838,0,39,2,43
1764904718882,0,39,4,44
1764904718925,1,37,3,42
1764904718967,0,38,2,42
1764904719011,0,40,2,43
1764904719054,0,39,2,42
1764904719098,0,39,3,44
1764904719141,0,38,2,41
1764904719184,0,39,2,42
1764904719227,0,39,2,42
1764904719270,0,39,2,43
1764904719313,0,40,2,43
1764904719357,0,39,2,43
1764904719400,0,39,2,42
1764904719443,0,39,2,43
1764904719486,0,39,2,42
1764904719530,0,40,3,44
1764904719573,0,38,2,42
1764904719617,0,38,3,43
1764904719660,0,37,2,41
1764904719703,0,39,2,43
1764904719746,0,39,2,43
1764904719790,0,40,3,43
1764904719835,0,40,3,44
1764904719877,0,37,4,42
1764904719920,0,37,3,42
1764904719962,0,38,2,41
1764904720006,0,40,2,43
1764904720049,0,39,2,43
1764904720093,0,39,2,43
1764904720135,0,38,2,42
1764904720178,0,39,2,42
1764904720222,0,39,2,42
1764904720265,0,39,3,43
1764904720308,1,38,2,42
1764904720353,0,40,3,44
1764904720395,0,38,2,41
1764904720438,0,39,3,43
1764904720481,0,38,2,42
1764904720525,0,40,2,43
1764904720568,0,38,2,42
1764904720612,2,39,2,43